customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_band,Contract,PaymentMethod,InternetService,n_addon_services,MonthlyCharges,charge_tier,TotalCharges,Churn,churn_flag
2195-ZRVAX,Female,false,true,false,47,25-48m,Month-to-month,Electronic check,Fiber optic,2,85.3,$70-90,4045.65,true,1
3550-SAHFP,Female,false,false,false,33,25-48m,Month-to-month,Electronic check,Fiber optic,1,83.35,$70-90,2757.85,true,1
2011-TRQYE,Male,false,false,false,18,13-24m,Month-to-month,Credit card (automatic),DSL,2,33.5,<$35,600.0,true,1
8562-GHPPI,Female,false,false,false,1,00-06m,Month-to-month,Credit card (automatic),No,0,19.8,<$35,19.8,false,0
5893-PYOLZ,Male,false,false,false,56,49-72m,Two year,Credit card (automatic),DSL,5,81.8,$70-90,4534.45,false,0
4986-MXSFP,Female,false,false,false,2,00-06m,Month-to-month,Mailed check,No,0,20.0,<$35,40.9,false,0
6131-FOYAS,Male,false,false,false,35,25-48m,Month-to-month,Electronic check,DSL,2,59.6,$35-70,2094.9,false,0
3027-YNWZU,Female,false,true,false,64,49-72m,Two year,Credit card (automatic),No,0,25.0,<$35,1584.8,false,0
5609-IMCGG,Female,false,false,false,15,13-24m,Month-to-month,Credit card (automatic),Fiber optic,2,84.35,$70-90,1302.65,false,0
4873-ILOLJ,Male,false,false,false,24,13-24m,Month-to-month,Electronic check,Fiber optic,2,90.35,$90+,2238.5,true,1
4727-MCYZG,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,1,55.55,$35-70,55.55,false,0
9481-WHGWY,Female,false,true,true,70,49-72m,Two year,Credit card (automatic),DSL,4,75.35,$70-90,5437.75,false,0
2725-KXXWT,Male,false,true,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,2,90.75,$90+,90.75,true,1
9565-DJPIB,Female,false,false,true,4,00-06m,Month-to-month,Mailed check,Fiber optic,2,89.6,$70-90,365.65,true,1
4328-VUFWD,Female,false,false,false,39,25-48m,One year,Electronic check,DSL,2,59.3,$35-70,2209.15,false,0
3301-LSLWQ,Female,false,false,false,29,25-48m,Month-to-month,Electronic check,DSL,2,66.1,$35-70,1912.15,false,0
7473-ZBDSN,Female,false,true,true,14,13-24m,Two year,Mailed check,No,0,18.8,<$35,255.55,false,0
3166-PNEOF,Female,false,false,false,61,49-72m,Two year,Credit card (automatic),DSL,5,86.45,$70-90,5175.3,false,0
5639-NTUPK,Male,false,false,true,13,13-24m,Month-to-month,Credit card (automatic),DSL,1,52.1,$35-70,670.65,false,0
8780-YRMTT,Female,false,false,false,66,49-72m,Two year,Mailed check,DSL,4,47.4,$35-70,3177.25,false,0
8348-HFYIV,Male,false,false,false,2,00-06m,Month-to-month,Electronic check,DSL,3,49.25,$35-70,90.35,true,1
5140-FOMCQ,Female,false,true,false,59,49-72m,One year,Credit card (automatic),Fiber optic,5,109.15,$90+,6557.75,false,0
6242-SGYTS,Male,false,true,true,62,49-72m,One year,Credit card (automatic),Fiber optic,3,94.95,$90+,5791.85,false,0
8166-ORCHU,Male,true,true,false,33,25-48m,One year,Electronic check,Fiber optic,4,93.55,$90+,3055.5,false,0
8414-OOEEL,Male,false,false,true,66,49-72m,Two year,Credit card (automatic),DSL,5,79.5,$70-90,5196.1,false,0
8454-AATJP,Female,false,false,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,6,115.05,$90+,8405.0,false,0
6849-WLEYG,Male,false,false,true,1,00-06m,Month-to-month,Mailed check,No,0,19.75,<$35,19.75,true,1
4659-NZRUF,Female,false,false,false,19,13-24m,Month-to-month,Electronic check,Fiber optic,3,95.15,$90+,1789.25,true,1
4531-AUZNK,Female,false,true,true,51,49-72m,One year,Mailed check,Fiber optic,3,95.15,$90+,5000.05,false,0
4191-XOVOM,Male,false,false,false,63,49-72m,Month-to-month,Electronic check,Fiber optic,4,105.4,$90+,6713.2,false,0
2150-OEGBV,Male,false,false,false,27,25-48m,One year,Bank transfer (automatic),No,0,20.1,<$35,562.6,false,0
8429-XIBUM,Male,false,false,false,22,13-24m,Month-to-month,Bank transfer (automatic),Fiber optic,3,101.35,$90+,2317.1,true,1
1855-CFULU,Female,true,false,false,4,00-06m,Month-to-month,Mailed check,No,0,20.05,<$35,91.45,false,0
4878-BUNFV,Male,false,true,true,42,25-48m,Two year,Mailed check,No,0,20.7,<$35,828.85,false,0
1872-EBWSC,Female,false,false,false,29,25-48m,One year,Mailed check,No,0,20.35,<$35,617.35,false,0
2608-BHKFN,Female,false,false,false,4,00-06m,Month-to-month,Credit card (automatic),Fiber optic,0,70.05,$70-90,266.9,true,1
7026-YMSBE,Male,false,false,false,30,25-48m,One year,Mailed check,No,0,19.7,<$35,625.05,false,0
7341-LXCAF,Male,false,true,false,4,00-06m,Month-to-month,Electronic check,Fiber optic,0,74.65,$70-90,301.4,true,1
6997-UVGOX,Male,false,true,true,71,49-72m,Two year,Bank transfer (automatic),DSL,6,85.45,$70-90,6029.9,false,0
9674-EHPPG,Male,false,true,false,46,25-48m,Two year,Credit card (automatic),DSL,3,40.4,$35-70,1842.7,false,0
9462-MJUAW,Male,false,false,false,4,00-06m,Month-to-month,Mailed check,DSL,0,50.4,$35-70,206.6,true,1
8128-YVJRG,Female,false,false,false,7,07-12m,Month-to-month,Mailed check,Fiber optic,1,79.65,$70-90,604.7,true,1
5440-VHLUL,Male,false,false,false,69,49-72m,One year,Bank transfer (automatic),Fiber optic,4,105.2,$90+,7386.05,false,0
5781-BKHOP,Female,false,true,false,72,49-72m,Two year,Bank transfer (automatic),Fiber optic,4,100.65,$90+,7334.05,false,0
4283-FUTGF,Male,true,false,false,19,13-24m,Month-to-month,Electronic check,Fiber optic,1,79.85,$70-90,1471.75,true,1
5213-TWWJU,Male,false,false,false,28,25-48m,Month-to-month,Electronic check,Fiber optic,3,91.0,$90+,2626.15,false,0
1569-TTNYJ,Male,false,true,false,5,00-06m,Month-to-month,Electronic check,Fiber optic,1,78.75,$70-90,412.1,true,1
8628-MFKAX,Female,true,true,false,72,49-72m,Two year,Credit card (automatic),Fiber optic,6,116.75,$90+,8277.05,false,0
2397-BRLOM,Male,true,true,true,8,07-12m,Month-to-month,Credit card (automatic),Fiber optic,1,80.45,$70-90,583.45,true,1
7629-WIXZF,Female,false,false,false,7,07-12m,One year,Electronic check,DSL,2,59.1,$35-70,369.25,false,0
5445-GLVOT,Female,false,false,false,22,13-24m,Month-to-month,Electronic check,DSL,1,49.8,$35-70,1049.05,false,0
3976-HXHCE,Male,false,false,false,72,49-72m,Two year,Bank transfer (automatic),No,0,19.3,<$35,1414.8,false,0
2466-NEJOJ,Male,false,true,true,8,07-12m,Month-to-month,Credit card (automatic),No,0,19.65,<$35,169.75,false,0
0254-KCJGT,Male,false,true,false,52,49-72m,One year,Credit card (automatic),DSL,5,81.4,$70-90,4354.45,false,0
5472-CVMDX,Female,false,false,false,68,49-72m,Two year,Mailed check,DSL,3,38.9,$35-70,2719.2,false,0
6461-SZMCV,Female,false,true,false,71,49-72m,Two year,Bank transfer (automatic),DSL,6,87.95,$70-90,6365.35,false,0
8150-QUDFX,Male,false,false,false,2,00-06m,Month-to-month,Mailed check,No,0,19.85,<$35,51.6,false,0
9508-ILZDG,Female,true,false,false,34,25-48m,Month-to-month,Electronic check,Fiber optic,3,96.35,$90+,3190.25,false,0
2346-DJQTB,Female,false,false,false,35,25-48m,Month-to-month,Electronic check,DSL,0,24.15,<$35,812.5,false,0
1697-LYYYX,Female,false,true,true,61,49-72m,One year,Credit card (automatic),No,0,19.1,<$35,1143.8,false,0
1942-OQFRW,Male,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,0,44.0,$35-70,44.0,false,0
4749-VFKVB,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,0,50.1,$35-70,50.1,true,1
9640-ZSLDC,Female,false,true,true,53,49-72m,One year,Credit card (automatic),DSL,2,60.6,$35-70,3297.0,false,0
4231-LZUYM,Female,false,true,false,72,49-72m,Two year,Bank transfer (automatic),No,0,25.65,<$35,1887.0,false,0
7598-UAASY,Male,false,true,false,2,00-06m,Month-to-month,Electronic check,Fiber optic,1,76.4,$70-90,151.8,true,1
7938-OUHIO,Male,false,false,false,3,00-06m,Month-to-month,Electronic check,Fiber optic,4,98.7,$90+,293.65,true,1
8510-AWCXC,Female,true,false,false,13,13-24m,Month-to-month,Electronic check,Fiber optic,3,100.8,$90+,1308.1,true,1
6128-AQBMT,Male,true,true,false,41,25-48m,Month-to-month,Electronic check,DSL,4,53.95,$35-70,2215.4,false,0
3594-BDSOA,Female,false,true,false,24,13-24m,One year,Credit card (automatic),No,0,20.4,<$35,482.8,false,0
0431-APWVY,Female,false,true,true,28,25-48m,One year,Bank transfer (automatic),Fiber optic,2,90.1,$90+,2598.95,true,1
5133-VRSAB,Male,false,false,false,8,07-12m,Month-to-month,Mailed check,DSL,1,29.35,<$35,216.45,false,0
5996-DAOQL,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.45,<$35,20.45,false,0
6838-YAUVY,Female,false,false,false,54,49-72m,Two year,Bank transfer (automatic),Fiber optic,3,95.1,$90+,5064.85,false,0
0484-JPBRU,Male,false,false,false,41,25-48m,Month-to-month,Bank transfer (automatic),No,0,25.25,<$35,996.45,false,0
7883-ROJOC,Female,false,true,false,19,13-24m,Month-to-month,Mailed check,DSL,0,44.9,$35-70,839.65,false,0
0244-LGNFY,Female,false,true,true,72,49-72m,Two year,Bank transfer (automatic),DSL,6,92.65,$90+,6733.0,false,0
7274-CGTOD,Male,false,false,false,62,49-72m,Two year,Bank transfer (automatic),DSL,4,43.7,$35-70,2618.3,false,0
4295-YURET,Female,true,true,true,56,49-72m,Two year,Credit card (automatic),DSL,4,72.6,$70-90,4084.35,false,0
3426-NIYYL,Male,false,false,false,15,13-24m,Month-to-month,Electronic check,DSL,0,51.55,$35-70,765.5,true,1
8225-BTJAU,Male,true,false,false,10,07-12m,Month-to-month,Electronic check,Fiber optic,1,79.25,$70-90,793.55,true,1
4635-EJYPD,Male,false,true,true,32,25-48m,Two year,Mailed check,No,0,18.95,<$35,613.95,false,0
1866-ZSLJM,Male,false,false,false,21,13-24m,Month-to-month,Credit card (automatic),No,0,20.5,<$35,402.85,false,0
4636-TVXVG,Male,false,true,true,62,49-72m,One year,Bank transfer (automatic),No,0,19.95,<$35,1244.8,false,0
4236-UJPWO,Female,false,false,false,2,00-06m,Month-to-month,Electronic check,DSL,0,24.5,<$35,46.4,false,0
9392-XBGTD,Male,false,false,true,27,25-48m,Two year,Mailed check,No,0,20.6,<$35,581.85,false,0
3387-VATUS,Male,false,false,false,5,00-06m,Month-to-month,Bank transfer (automatic),Fiber optic,2,94.85,$90+,462.8,true,1
6402-SSEJG,Female,false,false,false,25,25-48m,One year,Electronic check,DSL,5,61.05,$35-70,1540.2,false,0
1143-NMNQJ,Female,false,false,false,2,00-06m,Month-to-month,Electronic check,Fiber optic,1,85.7,$70-90,169.8,true,1
1169-SAOCL,Male,false,false,false,49,49-72m,One year,Bank transfer (automatic),Fiber optic,4,106.65,$90+,5168.1,false,0
1110-KYLGQ,Female,false,false,false,63,49-72m,Month-to-month,Credit card (automatic),Fiber optic,5,108.25,$90+,6780.1,false,0
9929-PLVPA,Female,false,false,true,4,00-06m,Month-to-month,Credit card (automatic),No,0,20.4,<$35,94.5,false,0
3518-PZXZQ,Female,false,true,false,1,00-06m,Month-to-month,Mailed check,DSL,1,55.3,$35-70,55.3,false,0
2371-JUNGC,Male,false,false,false,11,07-12m,Month-to-month,Mailed check,No,0,20.25,<$35,208.0,false,0
7693-QPEFS,Male,true,false,false,52,49-72m,Month-to-month,Bank transfer (automatic),Fiber optic,0,72.95,$70-90,3829.75,false,0
0924-BJCRC,Female,true,true,false,60,49-72m,Month-to-month,Electronic check,Fiber optic,2,89.45,$70-90,5294.6,false,0
5074-FBGHB,Male,false,false,false,64,49-72m,One year,Credit card (automatic),Fiber optic,4,104.65,$90+,6889.8,false,0
2351-BKRZW,Female,false,true,true,43,25-48m,Two year,Bank transfer (automatic),DSL,4,75.2,$70-90,3254.35,false,0
4455-BFSPD,Female,false,true,false,61,49-72m,One year,Bank transfer (automatic),Fiber optic,3,101.15,$90+,6383.9,false,0
0415-MOSGF,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,0,44.4,$35-70,44.4,true,1
1724-BQUHA,Male,true,false,false,5,00-06m,Month-to-month,Electronic check,Fiber optic,2,89.5,$70-90,477.7,true,1
3948-KXDUF,Male,false,false,false,66,49-72m,Two year,Bank transfer (automatic),DSL,4,68.75,$35-70,4447.55,false,0
2323-ARSVR,Male,false,true,false,67,49-72m,Two year,Electronic check,Fiber optic,6,111.05,$90+,7321.05,false,0
0815-MFZGM,Female,false,true,false,42,25-48m,Two year,Credit card (automatic),Fiber optic,4,99.0,$90+,4135.0,false,0
4826-XTSOH,Male,true,true,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,1,86.05,$70-90,86.05,true,1
5480-XTFFL,Female,false,true,true,31,25-48m,Two year,Mailed check,No,0,21.0,<$35,697.7,false,0
8295-FHIVV,Male,false,false,false,7,07-12m,Month-to-month,Mailed check,No,0,19.4,<$35,168.65,false,0
2495-INZWQ,Male,false,false,false,4,00-06m,Month-to-month,Electronic check,DSL,2,44.55,$35-70,174.3,true,1
9086-YJYXS,Male,false,true,true,34,25-48m,One year,Bank transfer (automatic),DSL,3,77.2,$70-90,2753.8,false,0
1179-INLAT,Male,false,false,false,3,00-06m,One year,Mailed check,No,0,19.45,<$35,69.25,false,0
7909-FIOIY,Female,false,true,true,19,13-24m,Month-to-month,Mailed check,DSL,0,24.85,<$35,434.8,false,0
4139-SUGLD,Male,false,true,true,31,25-48m,Month-to-month,Bank transfer (automatic),DSL,2,35.4,$35-70,1077.5,true,1
6857-VWJDT,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,Fiber optic,2,95.65,$90+,95.65,true,1
6351-SCJKT,Male,false,false,false,3,00-06m,Month-to-month,Mailed check,DSL,3,41.35,$35-70,107.25,false,0
5468-BPMMO,Male,false,true,false,46,25-48m,Month-to-month,Electronic check,No,0,19.6,<$35,851.2,false,0
5624-BQSSA,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.95,<$35,20.95,true,1
0197-PNKNK,Female,false,true,true,69,49-72m,One year,Bank transfer (automatic),Fiber optic,2,84.45,$70-90,5848.6,false,0
2439-QKJUL,Male,false,false,false,5,00-06m,Month-to-month,Mailed check,No,0,20.25,<$35,109.8,false,0
1194-SPVSP,Male,false,false,false,1,00-06m,Month-to-month,Bank transfer (automatic),No,0,19.65,<$35,19.65,false,0
9534-NSXEM,Male,false,false,false,26,25-48m,One year,Credit card (automatic),No,0,20.65,<$35,595.5,false,0
2408-WITXK,Female,true,false,false,10,07-12m,Month-to-month,Electronic check,DSL,1,34.7,<$35,329.8,true,1
8929-KSWIH,Male,false,false,false,25,25-48m,Two year,Bank transfer (automatic),Fiber optic,4,99.3,$90+,2513.5,false,0
2250-IVBWA,Male,false,true,true,64,49-72m,Month-to-month,Electronic check,Fiber optic,2,81.05,$70-90,5135.35,false,0
1810-MVMAI,Male,false,true,true,30,25-48m,Month-to-month,Electronic check,DSL,4,67.6,$35-70,2000.2,false,0
9506-UXUSK,Male,false,false,false,13,13-24m,Month-to-month,Electronic check,Fiber optic,0,70.15,$70-90,931.75,false,0
1229-RCALF,Female,false,true,false,64,49-72m,One year,Electronic check,Fiber optic,6,115.0,$90+,7396.15,false,0
3572-UOLYZ,Female,false,false,true,46,25-48m,Month-to-month,Bank transfer (automatic),Fiber optic,2,84.8,$70-90,3958.85,false,0
1429-UYJSV,Female,false,false,false,12,07-12m,One year,Mailed check,No,0,19.7,<$35,260.9,false,0
5577-OTWWW,Female,false,false,false,15,13-24m,Month-to-month,Bank transfer (automatic),No,0,19.75,<$35,297.3,true,1
6100-QQHEB,Male,false,true,true,17,13-24m,Month-to-month,Electronic check,Fiber optic,2,92.55,$90+,1515.1,true,1
6366-XIVKZ,Female,false,true,true,13,13-24m,Month-to-month,Mailed check,DSL,3,63.15,$35-70,816.8,false,0
3470-OBUET,Female,false,true,true,67,49-72m,Two year,Credit card (automatic),DSL,4,74.0,$70-90,4868.4,false,0
2770-NSVDG,Male,false,true,false,24,13-24m,Month-to-month,Electronic check,DSL,1,29.1,<$35,688.0,false,0
9375-MHRRS,Male,false,false,false,6,00-06m,Month-to-month,Mailed check,DSL,1,50.05,$35-70,288.35,false,0
2634-HCZGT,Male,true,true,false,53,49-72m,One year,Electronic check,DSL,2,60.05,$35-70,3229.65,true,1
7503-QQRVF,Male,true,true,false,16,13-24m,Month-to-month,Credit card (automatic),Fiber optic,1,74.3,$70-90,1178.25,true,1
4860-YZGZM,Male,false,false,false,10,07-12m,Month-to-month,Electronic check,No,0,20.0,<$35,185.4,false,0
6599-GZWCM,Female,false,false,false,13,13-24m,One year,Mailed check,Fiber optic,1,74.65,$70-90,966.25,false,0
2691-NZETQ,Male,false,false,false,9,07-12m,Month-to-month,Electronic check,Fiber optic,1,85.35,$70-90,758.6,true,1
4404-HIBDJ,Female,false,false,false,25,25-48m,One year,Mailed check,DSL,5,74.3,$70-90,1863.8,true,1
5533-NHFRF,Male,true,false,false,7,07-12m,Month-to-month,Electronic check,DSL,3,44.4,$35-70,265.8,false,0
7037-MTYVW,Male,false,true,true,38,25-48m,Two year,Bank transfer (automatic),DSL,5,85.4,$70-90,3297.0,false,0
4760-THGOT,Female,false,true,false,43,25-48m,Month-to-month,Electronic check,Fiber optic,3,94.1,$90+,4107.3,false,0
7295-JOMMD,Female,false,false,true,4,00-06m,Month-to-month,Bank transfer (automatic),Fiber optic,4,98.1,$90+,396.3,true,1
4016-BJKTZ,Female,false,false,false,25,25-48m,Two year,Electronic check,Fiber optic,5,108.9,$90+,2809.05,false,0
6584-VQMYT,Male,false,false,true,27,25-48m,One year,Mailed check,DSL,2,56.2,$35-70,1567.55,false,0
9838-BFCQT,Male,false,true,true,72,49-72m,Two year,Mailed check,No,0,26.1,<$35,1851.45,false,0
2790-XUYMV,Male,false,false,true,71,49-72m,One year,Credit card (automatic),Fiber optic,2,85.45,$70-90,6028.95,false,0
0581-MDMPW,Female,false,false,false,24,13-24m,Month-to-month,Credit card (automatic),Fiber optic,2,88.95,$70-90,2072.75,false,0
5013-SBUIH,Female,false,false,false,50,49-72m,Two year,Electronic check,Fiber optic,5,109.65,$90+,5551.15,true,1
1023-BQXZE,Male,false,false,false,57,49-72m,Two year,Bank transfer (automatic),DSL,4,74.35,$70-90,4317.35,false,0
9163-GHAYE,Female,false,false,false,15,13-24m,Month-to-month,Electronic check,DSL,1,48.85,$35-70,736.8,false,0
3904-UKFRE,Male,false,false,false,4,00-06m,Month-to-month,Electronic check,Fiber optic,1,80.1,$70-90,336.15,false,0
5353-WILCI,Female,false,false,false,28,25-48m,Month-to-month,Electronic check,DSL,2,56.05,$35-70,1522.65,false,0
0709-TVGUR,Female,true,false,false,9,07-12m,Month-to-month,Electronic check,Fiber optic,0,74.55,$70-90,622.9,true,1
0058-EVZWM,Female,false,true,false,55,49-72m,Month-to-month,Bank transfer (automatic),Fiber optic,2,89.8,$70-90,4959.6,false,0
6023-YEBUP,Male,false,false,false,3,00-06m,Month-to-month,Electronic check,Fiber optic,3,100.95,$90+,329.95,true,1
7209-JCUDS,Male,false,false,false,10,07-12m,Month-to-month,Electronic check,Fiber optic,3,94.9,$90+,1048.85,true,1
7009-PCARS,Male,false,false,true,55,49-72m,One year,Bank transfer (automatic),No,0,19.1,<$35,1001.5,false,0
0519-DRGTI,Female,false,true,true,20,13-24m,Month-to-month,Mailed check,No,0,20.35,<$35,442.6,false,0
1017-FBQMM,Female,false,true,true,62,49-72m,One year,Credit card (automatic),Fiber optic,4,106.05,$90+,6703.5,false,0
3001-CBHLQ,Male,true,true,false,32,25-48m,Month-to-month,Electronic check,Fiber optic,4,104.9,$90+,3351.55,true,1
1985-MBRYP,Female,false,false,false,43,25-48m,Two year,Bank transfer (automatic),No,0,19.65,<$35,779.25,false,0
6158-DWPZT,Male,false,true,false,9,07-12m,One year,Bank transfer (automatic),DSL,0,24.1,<$35,259.8,true,1
9372-TXXPS,Female,false,true,false,60,49-72m,Two year,Bank transfer (automatic),DSL,3,59.85,$35-70,3483.45,false,0
3259-QMXUN,Male,false,true,false,58,49-72m,Two year,Electronic check,DSL,5,86.1,$70-90,4890.5,false,0
1015-JPFYW,Male,false,false,true,7,07-12m,One year,Mailed check,No,0,19.45,<$35,136.75,false,0
6645-MXQJT,Male,false,true,true,2,00-06m,Month-to-month,Electronic check,Fiber optic,3,97.1,$90+,184.15,false,0
4360-QRAVE,Male,true,false,false,37,25-48m,Month-to-month,Electronic check,DSL,2,36.65,$35-70,1315.0,false,0
8433-WPJTV,Female,true,true,true,65,49-72m,One year,Bank transfer (automatic),Fiber optic,4,103.9,$90+,6767.1,false,0
5804-JMYIO,Female,false,true,true,39,25-48m,Two year,Mailed check,No,0,19.75,<$35,757.95,false,0
3763-GCZHZ,Male,false,true,false,66,49-72m,One year,Electronic check,Fiber optic,4,104.05,$90+,6890.0,true,1
6484-LATFU,Male,false,false,false,68,49-72m,Two year,Mailed check,No,0,24.55,<$35,1657.4,false,0
7599-NTMDP,Female,false,true,true,62,49-72m,Two year,Bank transfer (automatic),DSL,4,48.7,$35-70,3008.55,false,0
0772-GYEQQ,Male,false,false,false,3,00-06m,Month-to-month,Mailed check,Fiber optic,3,88.35,$70-90,262.05,true,1
0536-ACXIP,Female,false,true,false,72,49-72m,Two year,Electronic check,Fiber optic,5,109.55,$90+,8165.1,false,0
0936-NQLJU,Female,false,true,false,41,25-48m,Two year,Credit card (automatic),No,0,20.65,<$35,875.55,false,0
4831-EOBFE,Male,false,true,true,29,25-48m,Month-to-month,Credit card (automatic),Fiber optic,3,94.65,$90+,2649.15,true,1
1575-KRZZE,Female,false,false,false,4,00-06m,Month-to-month,Electronic check,DSL,2,55.2,$35-70,220.65,false,0
3251-YMVWZ,Male,false,false,false,53,49-72m,One year,Bank transfer (automatic),No,0,24.05,<$35,1301.9,false,0
4102-OQUPX,Male,true,true,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,0,74.4,$70-90,74.4,true,1
9170-GYZJC,Female,false,true,true,41,25-48m,Month-to-month,Credit card (automatic),DSL,5,79.9,$70-90,3326.2,true,1
4884-LEVMQ,Male,false,true,false,39,25-48m,Two year,Bank transfer (automatic),No,0,20.45,<$35,790.0,false,0
8857-CUPFQ,Male,false,true,false,63,49-72m,Two year,Mailed check,No,0,19.25,<$35,1237.65,false,0
7610-TVOPG,Male,false,false,false,15,13-24m,Month-to-month,Electronic check,No,0,26.35,<$35,378.6,false,0
3638-DIMPH,Female,false,true,false,13,13-24m,One year,Electronic check,DSL,0,43.8,$35-70,592.65,false,0
1845-ZLLIG,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,1,50.15,$35-70,50.15,false,0
8559-WNQZS,Male,false,false,false,1,00-06m,Two year,Mailed check,No,0,20.45,<$35,20.45,false,0
3999-QGRJH,Male,true,false,false,8,07-12m,Month-to-month,Electronic check,Fiber optic,0,69.7,$35-70,560.85,true,1
1699-UOTXU,Male,false,false,false,60,49-72m,Two year,Electronic check,DSL,3,61.4,$35-70,3638.25,false,0
2454-RPBRZ,Female,true,true,false,12,07-12m,Month-to-month,Electronic check,Fiber optic,3,98.1,$90+,1060.2,true,1
0635-WKOLD,Male,false,true,false,40,25-48m,One year,Credit card (automatic),DSL,3,70.75,$70-90,2921.75,false,0
5993-JSUWV,Female,false,false,false,66,49-72m,Two year,Bank transfer (automatic),DSL,3,61.15,$35-70,4017.45,false,0
4518-FZBSX,Male,false,true,true,42,25-48m,One year,Mailed check,No,0,20.25,<$35,854.9,false,0
5387-ASZNZ,Female,true,false,false,66,49-72m,One year,Credit card (automatic),DSL,3,63.85,$35-70,4174.35,false,0
6988-CJEYV,Male,false,false,false,49,49-72m,Month-to-month,Electronic check,Fiber optic,3,98.7,$90+,4920.55,false,0
2002-MZHWP,Female,false,false,false,1,00-06m,Month-to-month,Mailed check,No,0,20.5,<$35,20.5,true,1
3097-FQTVJ,Female,false,false,false,41,25-48m,Two year,Mailed check,No,0,20.0,<$35,810.3,false,0
5465-BUBFA,Female,false,true,true,41,25-48m,Two year,Bank transfer (automatic),No,0,19.3,<$35,772.4,false,0
7299-GNVPL,Female,false,true,true,23,13-24m,Month-to-month,Mailed check,Fiber optic,3,84.4,$70-90,1936.85,false,0
9743-DQKQW,Male,false,false,false,3,00-06m,Month-to-month,Electronic check,DSL,0,25.1,<$35,79.8,false,0
1215-VFYVK,Female,false,false,false,4,00-06m,Month-to-month,Mailed check,DSL,4,48.25,$35-70,202.25,false,0
9371-BITHB,Female,false,true,true,52,49-72m,Two year,Mailed check,No,0,19.85,<$35,1070.5,false,0
2265-CYWIV,Female,true,true,false,4,00-06m,Month-to-month,Electronic check,Fiber optic,3,99.6,$90+,347.65,true,1
9093-FPDLG,Female,false,false,false,11,07-12m,Month-to-month,Electronic check,Fiber optic,4,94.2,$90+,999.9,false,0
0541-FITGH,Female,false,true,false,2,00-06m,Month-to-month,Mailed check,DSL,2,62.15,$35-70,113.1,false,0
6985-HAYWX,Female,false,true,false,26,25-48m,Month-to-month,Bank transfer (automatic),Fiber optic,1,79.3,$70-90,2015.8,false,0
7508-KBIMB,Male,false,true,true,24,13-24m,One year,Credit card (automatic),DSL,2,56.25,$35-70,1454.25,false,0
6838-HVLXG,Female,false,false,false,12,07-12m,Month-to-month,Mailed check,No,0,20.3,<$35,246.7,false,0
2277-DJJDL,Male,true,true,false,60,49-72m,Month-to-month,Electronic check,Fiber optic,3,99.0,$90+,6017.9,false,0
1897-OKVMW,Female,false,true,true,64,49-72m,Two year,Mailed check,DSL,6,90.6,$90+,5817.45,false,0
5485-ITNPC,Male,false,true,false,66,49-72m,Two year,Bank transfer (automatic),DSL,6,85.9,$70-90,5595.3,false,0
0233-FTHAV,Female,false,false,false,60,49-72m,One year,Bank transfer (automatic),Fiber optic,1,79.2,$70-90,4765.0,false,0
4644-PIZRT,Male,false,true,true,17,13-24m,One year,Bank transfer (automatic),DSL,3,70.35,$70-90,1201.65,false,0
8922-NPKBJ,Male,false,true,true,42,25-48m,Two year,Mailed check,No,0,19.35,<$35,867.3,false,0
2740-TVLFN,Male,false,false,false,1,00-06m,Month-to-month,Electronic check,DSL,0,50.15,$35-70,50.15,false,0
7771-CFQRQ,Female,false,true,true,47,25-48m,Two year,Bank transfer (automatic),DSL,3,63.8,$35-70,3007.25,false,0
9512-PHSMG,Female,false,true,false,10,07-12m,Month-to-month,Mailed check,No,0,20.55,<$35,252.75,false,0
6963-EZQEE,Male,true,true,false,70,49-72m,Two year,Credit card (automatic),DSL,6,88.55,$70-90,6306.5,false,0
2452-KDRRH,Male,true,false,false,67,49-72m,Month-to-month,Credit card (automatic),Fiber optic,3,101.4,$90+,6841.05,false,0
2004-OCQXK,Female,false,false,false,1,00-06m,Month-to-month,Electronic check,Fiber optic,1,81.95,$70-90,81.95,true,1
5027-QPKTE,Male,false,true,false,7,07-12m,Month-to-month,Electronic check,Fiber optic,0,69.35,$35-70,451.1,true,1
4146-SVFUD,Male,false,false,false,1,00-06m,Month-to-month,Mailed check,DSL,0,44.6,$35-70,44.6,false,0
1564-HJUVY,Male,false,false,false,4,00-06m,Month-to-month,Bank transfer (automatic),DSL,3,63.75,$35-70,226.2,false,0
3617-XLSGQ,Female,false,true,true,66,49-72m,Two year,Bank transfer (automatic),Fiber optic,5,109.25,$90+,7082.5,false,0
7517-LDMPS,Female,false,false,false,12,07-12m,Month-to-month,Electronic check,Fiber optic,2,84.6,$70-90,1017.35,false,0
